        2.87500      22.524971
        2.91670      37.611645
        2.95830      61.069862
        3.00000      87.095726
        3.04170     109.255478
        3.08330     122.073708
        3.12500     122.385849
        3.16670     110.127403
        3.20830      88.361443
        3.25000      62.528896
        3.29170      39.095161
        3.33330      23.922306
        3.37500      20.775597
        3.41670      30.351170
        3.45830      50.087082
        3.50000      74.819283
        3.54170      98.120483
        3.58330     113.972816
        3.62500     118.331680
        3.66670     110.164963
        3.70830      91.694183
        3.75000      67.782486
        3.79170      44.644428
        3.83330      28.229500
        3.87500      22.706909
        3.91670      29.438377
        3.95830      46.684490
        4.00000      70.094116
        4.04170      93.829781
        4.08330     112.032387
        4.12500     120.260162
        4.16670     116.555794
        4.20830     101.894058
        4.25000      79.913231
        4.29170      56.002392
        4.33330      35.969009
        4.37500      24.610420
        4.41670      24.538467
        4.45830      35.549789
        4.50000      54.702690
        4.54170      77.084755
        4.58330      97.076256
        4.62500     109.782936
        4.66670     112.263603
        4.70830     104.232391
        4.75000      88.060181
        4.79170      68.091454
        4.83330      49.478378
        4.87500      36.855724
        4.91670      33.206718
        4.95830      39.198009
        5.00000      53.119694
        5.04170      71.401909
        5.08330      89.541161
        5.12500     103.190620
        5.16670     109.157150
        5.20830     106.094894
        5.25000      94.765732
        5.29170      77.832420
        5.33330      59.239586
        5.37500      43.313683
        5.41670      33.768963
        5.45830      32.833061
        5.50000      40.695229
        5.54170      55.424706
        5.58330      73.406601
        5.62500      90.215744
        5.66670     101.725693
        5.70830     105.168587
        5.75000      99.856392
        5.79170      87.355888
        5.83330      71.059608
        5.87500      55.269638
        5.91670      44.052181
        5.95830      40.184193
        6.00000      44.477268
        6.04170      55.644917
        6.08330      70.717369
        6.12500      85.858505
        6.16670      97.346527
        6.20830     102.461960
        6.25000     100.078400
        6.29170      90.846817
        6.33330      76.969261
        6.37500      61.646046
        6.41670      48.335842
        6.45830      39.989536
        6.50000      38.412075
        6.54170      43.877888
        6.58330      55.078369
        6.62500      69.418304
        6.66670      83.605728
        6.70830      94.411499
        6.75000      99.425362
        6.79170      97.625458
        6.83330      89.616570
        6.87500      77.473373
        6.91670      64.226990
        6.95830      53.126396
        7.00000      46.861092
        7.04170      46.934017
        7.08330      53.325790
        7.12500      64.513451
        7.16670      77.823715
        7.20830      90.033524
        7.25000      98.090233
