        2.87500      26.176239
        2.91670      40.239574
        2.95830      60.291420
        3.00000      84.332947
        3.04170     106.365822
        3.08330     121.392586
        3.12500     124.416512
        3.16670     113.441849
        3.20830      90.473450
        3.25000      61.516403
        3.29170      38.575645
        3.33330      24.655430
        3.37500      21.759007
        3.41670      30.888359
        3.45830      49.044159
        3.50000      74.225838
        3.54170      99.431946
        3.58330     114.660454
        3.62500     117.908943
        3.66670     112.174911
        3.70830      93.455872
        3.75000      63.749138
        3.79170      41.051876
        3.83330      28.360809
        3.87500      25.672089
        3.91670      31.981426
        3.95830      46.284180
        4.00000      68.575882
        4.04170      92.852440
        4.08330     111.110588
        4.12500     118.348289
        4.16670     116.564819
        4.20830     103.760757
        4.25000      81.938034
        4.29170      53.099472
        4.33330      33.248478
        4.37500      24.388645
        4.41670      24.523445
        4.45830      35.656132
        4.50000      54.789562
        4.54170      76.926315
        4.58330      96.068703
        4.62500     108.218933
        4.66670     112.379128
        4.70830     105.551338
        4.75000      90.737465
        4.79170      68.939102
        4.83330      49.157173
        4.87500      36.391781
        4.91670      33.641983
        4.95830      38.905807
        5.00000      54.180305
        5.04170      74.461952
        5.08330      91.746880
        5.12500     104.031242
        5.16670     107.311478
        5.20830     104.584427
        5.25000      93.847496
        5.29170      77.098656
        5.33330      58.336361
        5.37500      43.559425
        5.41670      33.766884
        5.45830      32.957859
        5.50000      40.131512
        5.54170      53.287109
        5.58330      68.424057
        5.62500      89.542030
        5.66670     101.641190
        5.70830     105.722244
        5.75000     101.786507
        5.79170      88.835876
        5.83330      71.872635
        5.87500      53.899277
        5.91670      41.918274
        5.95830      39.931870
        6.00000      44.942043
        6.04170      58.950459
        6.08330      73.958626
        6.12500      86.967964
        6.16670      96.979927
        6.20830     101.996017
        6.25000      99.017822
        6.29170      90.046875
        6.33330      76.084602
        6.37500      61.132084
        6.41670      49.189831
        6.45830      41.257645
        6.50000      39.334507
        6.54170      44.418530
        6.58330      53.506943
        6.62500      66.596268
        6.66670      80.682465
        6.70830      94.761116
        6.75000     101.827583
        6.79170     101.877220
        6.83330      92.905479
        6.87500      77.907974
        6.91670      61.880508
        6.95830      49.819092
        7.00000      45.719894
        7.04170      48.579285
        7.08330      56.393925
        7.12500      67.160881
        7.16670      78.877815
        7.20830      88.543243
        7.25000      95.156662
        7.29170      96.718643
        7.33330      91.231010
        7.37500      80.696701
        7.41670      67.119743
        7.45830      51.505169
        7.50000      40.858829
        7.54170      34.187202
        7.58330      33.497162
        7.62500      42.795780
        7.66670      59.090225
        7.70830      81.387680
        7.75000     100.695351
        7.79170     111.020416
